Timestamp;Measured energy production (MWh);Installed power (MW);Hours of storage
2022-07-20 16;154.82;249.5;37.5
2022-07-20 17;183.77;249.5;37.5
2022-07-20 18;186.05;249.5;37.5
2022-07-20 19;164.8;249.5;37.5
2022-07-20 20;163.77;249.5;37.5
2022-07-20 21;162.46;249.5;37.5
2022-07-20 22;164.52;249.5;37.5
2022-07-20 23;152.19;249.5;37.5
2022-07-21 00;133.74;249.5;37.5
2022-07-21 01;134.67;249.5;37.5
2022-07-21 02;123.28;249.5;37.5
2022-07-21 03;95.57;249.5;37.5
2022-07-21 04;50.07;249.5;37.5
2022-07-21 05;28.44;249.5;37.5
2022-07-21 06;28.44;249.5;37.5
2022-07-21 07;99.29;249.5;37.5
2022-07-21 08;139.77;249.5;37.5
2022-07-21 09;120.33;249.5;37.5
2022-07-21 10;119.81;249.5;37.5
2022-07-21 11;119.81;249.5;37.5
2022-07-21 12;119.4;249.5;37.5
2022-07-21 13;120;249.5;37.5
2022-07-21 14;119.9;249.5;37.5
2022-07-21 15;119.52;249.5;37.5
2022-07-21 16;134.24;249.5;37.5
2022-07-21 17;176.71;249.5;37.5
2022-07-21 18;177.32;249.5;37.5
2022-07-21 19;148.62;249.5;37.5
2022-07-21 20;162.07;249.5;37.5
2022-07-21 21;161.82;249.5;37.5
2022-07-21 22;164.07;249.5;37.5
2022-07-21 23;159.28;249.5;37.5
2022-07-22 00;165.47;249.5;37.5
2022-07-22 01;166.13;249.5;37.5
2022-07-22 02;165.87;249.5;37.5
2022-07-22 03;164.17;249.5;37.5
2022-07-22 04;73.66;249.5;37.5
2022-07-22 05;28.21;249.5;37.5
2022-07-22 06;16.79;249.5;37.5
2022-07-22 07;68.85;249.5;37.5
2022-07-22 08;178.14;249.5;37.5
2022-07-22 09;155.99;249.5;37.5
2022-07-22 10;144.53;249.5;37.5
2022-07-22 11;135.11;249.5;37.5
2022-07-22 12;147.81;249.5;37.5
2022-07-22 13;153.54;249.5;37.5
2022-07-22 14;153.09;249.5;37.5
2022-07-22 15;149.34;249.5;37.5
2022-07-22 16;100.19;249.5;37.5
2022-07-22 17;89.99;249.5;37.5
2022-07-22 18;94.79;249.5;37.5
2022-07-22 19;125.25;249.5;37.5
2022-07-22 20;154.58;249.5;37.5
2022-07-22 21;153.04;249.5;37.5
2022-07-22 22;115.47;249.5;37.5
2022-07-22 23;97.14;249.5;37.5
2022-07-23 00;96.13;249.5;37.5
2022-07-23 01;85.5;249.5;37.5
2022-07-23 02;66.34;249.5;37.5
2022-07-23 03;47.29;249.5;37.5
2022-07-23 04;0;249.5;37.5
2022-07-23 05;0;249.5;37.5
2022-07-23 06;0;249.5;37.5
2022-07-23 07;29.36;249.5;37.5
2022-07-23 08;172.58;249.5;37.5
2022-07-23 09;169.46;249.5;37.5
2022-07-23 10;156.41;249.5;37.5
2022-07-23 11;151.92;249.5;37.5
2022-07-23 12;151.28;249.5;37.5
2022-07-23 13;150.69;249.5;37.5
2022-07-23 14;154.34;249.5;37.5
2022-07-23 15;105.09;249.5;37.5
2022-07-23 16;91.49;249.5;37.5
2022-07-23 17;138.3;249.5;37.5
2022-07-23 18;123.04;249.5;37.5
2022-07-23 19;149.04;249.5;37.5
2022-07-23 20;159.75;249.5;37.5
2022-07-23 21;159.31;249.5;37.5
2022-07-23 22;158.45;249.5;37.5
2022-07-23 23;132.2;249.5;37.5
2022-07-24 00;98.27;249.5;37.5
2022-07-24 01;97.09;249.5;37.5
2022-07-24 02;73.86;249.5;37.5
2022-07-24 03;56.87;249.5;37.5
2022-07-24 04;5.79;249.5;37.5
2022-07-24 05;0;249.5;37.5
2022-07-24 06;0.05;249.5;37.5
2022-07-24 07;71.16;249.5;37.5
2022-07-24 08;156.04;249.5;37.5
2022-07-24 09;135.89;249.5;37.5
2022-07-24 10;136.27;249.5;37.5
2022-07-24 11;136.02;249.5;37.5
2022-07-24 12;136.1;249.5;37.5
2022-07-24 13;136.25;249.5;37.5
2022-07-24 14;152.57;249.5;37.5
2022-07-24 15;166.18;249.5;37.5
2022-07-24 16;171.82;249.5;37.5
2022-07-24 17;178.03;249.5;37.5
2022-07-24 18;73.19;249.5;37.5
2022-07-24 19;64.99;249.5;37.5
2022-07-24 20;65.34;249.5;37.5
2022-07-24 21;68.55;249.5;37.5
2022-07-24 22;115.86;249.5;37.5
2022-07-24 23;126.77;249.5;37.5
2022-07-25 00;126.76;249.5;37.5
2022-07-25 01;130.67;249.5;37.5
2022-07-25 02;150.46;249.5;37.5
2022-07-25 03;131.07;249.5;37.5
2022-07-25 04;74.13;249.5;37.5
2022-07-25 05;37.8;249.5;37.5
2022-07-25 06;21.85;249.5;37.5
2022-07-25 07;30.67;249.5;37.5
2022-07-25 08;96.02;249.5;37.5
2022-07-25 09;138.12;249.5;37.5
2022-07-25 10;148.14;249.5;37.5
2022-07-25 11;91.9;249.5;37.5
2022-07-25 12;58.11;249.5;37.5
2022-07-25 13;62.15;249.5;37.5
2022-07-25 14;64.34;249.5;37.5
2022-07-25 15;94.66;249.5;37.5
2022-07-25 16;160.67;249.5;37.5
2022-07-25 17;137.59;249.5;37.5
2022-07-25 18;78.08;249.5;37.5
2022-07-25 19;63.98;249.5;37.5
2022-07-25 20;64.04;249.5;37.5
2022-07-25 21;64.12;249.5;37.5
2022-07-25 22;63.24;249.5;37.5
2022-07-25 23;60.68;249.5;37.5
2022-07-26 00;57.28;249.5;37.5
2022-07-26 01;35.16;249.5;37.5
2022-07-26 02;32.66;249.5;37.5
2022-07-26 03;32.79;249.5;37.5
2022-07-26 04;24.39;249.5;37.5
2022-07-26 05;33.22;249.5;37.5
2022-07-26 06;13.93;249.5;37.5
2022-07-26 07;67.27;249.5;37.5
2022-07-26 08;181.37;249.5;37.5
2022-07-26 09;178.03;249.5;37.5
2022-07-26 10;178.69;249.5;37.5
2022-07-26 11;180.34;249.5;37.5
2022-07-26 12;180.94;249.5;37.5
2022-07-26 13;180.52;249.5;37.5
2022-07-26 14;181.41;249.5;37.5
2022-07-26 15;180.3;249.5;37.5
2022-07-26 16;180.71;249.5;37.5
2022-07-26 17;192.53;249.5;37.5
2022-07-26 18;185.61;249.5;37.5
2022-07-26 19;162.81;249.5;37.5
2022-07-26 20;159.89;249.5;37.5
2022-07-26 21;159.17;249.5;37.5
2022-07-26 22;158.59;249.5;37.5
2022-07-26 23;159.83;249.5;37.5
2022-07-27 00;157.73;249.5;37.5
2022-07-27 01;158.94;249.5;37.5
2022-07-27 02;157.31;249.5;37.5
2022-07-27 03;158.03;249.5;37.5
2022-07-27 04;74.5;249.5;37.5
2022-07-27 05;30.09;249.5;37.5
2022-07-27 06;18.89;249.5;37.5
2022-07-27 07;140.62;249.5;37.5
2022-07-27 08;196.26;249.5;37.5
2022-07-27 09;180.07;249.5;37.5
2022-07-27 10;180.51;249.5;37.5
2022-07-27 11;179.61;249.5;37.5
2022-07-27 12;179.23;249.5;37.5
2022-07-27 13;174.38;249.5;37.5
2022-07-27 14;177.17;249.5;37.5
2022-07-27 15;176.23;249.5;37.5
2022-07-27 16;175.93;249.5;37.5
2022-07-27 17;191.51;249.5;37.5
2022-07-27 18;194.65;249.5;37.5
2022-07-27 19;166.73;249.5;37.5
2022-07-27 20;165.92;249.5;37.5
2022-07-27 21;163.99;249.5;37.5
2022-07-27 22;163.21;249.5;37.5
2022-07-27 23;163.2;249.5;37.5
2022-07-28 00;164.11;249.5;37.5
2022-07-28 01;166.16;249.5;37.5
2022-07-28 02;164.72;249.5;37.5
2022-07-28 03;152.16;249.5;37.5
2022-07-28 04;80.8;249.5;37.5
2022-07-28 05;29.11;249.5;37.5
2022-07-28 06;19.23;249.5;37.5
2022-07-28 07;145.92;249.5;37.5
2022-07-28 08;205.52;249.5;37.5
2022-07-28 09;180.43;249.5;37.5
2022-07-28 10;179.99;249.5;37.5
2022-07-28 11;179.98;249.5;37.5
2022-07-28 12;146.24;249.5;37.5
2022-07-28 13;146.53;249.5;37.5
2022-07-28 14;179.88;249.5;37.5
2022-07-28 15;179.54;249.5;37.5
2022-07-28 16;180.15;249.5;37.5
2022-07-28 17;198.19;249.5;37.5
2022-07-28 18;200.26;249.5;37.5
2022-07-28 19;176.17;249.5;37.5
2022-07-28 20;166.63;249.5;37.5
2022-07-28 21;168.78;249.5;37.5
2022-07-28 22;171.69;249.5;37.5
2022-07-28 23;172.68;249.5;37.5
2022-07-29 00;173.67;249.5;37.5
2022-07-29 01;173.59;249.5;37.5
2022-07-29 02;173.76;249.5;37.5
2022-07-29 03;172.16;249.5;37.5
2022-07-29 04;98.25;249.5;37.5
2022-07-29 05;29.27;249.5;37.5
2022-07-29 06;19.84;249.5;37.5
2022-07-29 07;117.15;249.5;37.5
2022-07-29 08;193.01;249.5;37.5
2022-07-29 09;181.34;249.5;37.5
2022-07-29 10;180.86;249.5;37.5
2022-07-29 11;180.37;249.5;37.5
2022-07-29 12;179.76;249.5;37.5
2022-07-29 13;180.19;249.5;37.5
2022-07-29 14;180.54;249.5;37.5
2022-07-29 15;179.74;249.5;37.5
2022-07-29 16;188.31;249.5;37.5
2022-07-29 17;209.06;249.5;37.5
2022-07-29 18;186.46;249.5;37.5
2022-07-29 19;162.8;249.5;37.5
2022-07-29 20;161.19;249.5;37.5
2022-07-29 21;160.4;249.5;37.5
2022-07-29 22;160.06;249.5;37.5
2022-07-29 23;158.8;249.5;37.5
2022-07-30 00;159.97;249.5;37.5
2022-07-30 01;160.2;249.5;37.5
2022-07-30 02;136.13;249.5;37.5
2022-07-30 03;101;249.5;37.5
2022-07-30 04;67.72;249.5;37.5
2022-07-30 05;28.65;249.5;37.5
2022-07-30 06;30.52;249.5;37.5
2022-07-30 07;26.62;249.5;37.5
2022-07-30 08;71.28;249.5;37.5
2022-07-30 09;52.65;249.5;37.5
2022-07-30 10;44.67;249.5;37.5
2022-07-30 11;43.09;249.5;37.5
2022-07-30 12;49.09;249.5;37.5
2022-07-30 13;60.29;249.5;37.5
2022-07-30 14;69.19;249.5;37.5
2022-07-30 15;45.8;249.5;37.5
2022-07-30 16;66.93;249.5;37.5
2022-07-30 17;54.51;249.5;37.5
2022-07-30 18;71.09;249.5;37.5
2022-07-30 19;107.4;249.5;37.5
2022-07-30 20;69.5;249.5;37.5
2022-07-30 21;27.9;249.5;37.5
2022-07-30 22;57.64;249.5;37.5
2022-07-30 23;58.27;249.5;37.5
2022-07-31 00;35;249.5;37.5
2022-07-31 01;32.45;249.5;37.5
2022-07-31 02;32.54;249.5;37.5
2022-07-31 03;15.95;249.5;37.5
2022-07-31 04;0;249.5;37.5
2022-07-31 05;0;249.5;37.5
2022-07-31 06;5.23;249.5;37.5
2022-07-31 07;48.27;249.5;37.5
2022-07-31 08;195.68;249.5;37.5
2022-07-31 09;190.99;249.5;37.5
2022-07-31 10;182.18;249.5;37.5
2022-07-31 11;179.85;249.5;37.5
2022-07-31 12;72.08;249.5;37.5
2022-07-31 13;44.99;249.5;37.5
2022-07-31 14;42.06;249.5;37.5
2022-07-31 15;44.46;249.5;37.5
2022-07-31 16;47.93;249.5;37.5
2022-07-31 17;66.41;249.5;37.5
2022-07-31 18;120.68;249.5;37.5
2022-07-31 19;160.25;249.5;37.5
2022-07-31 20;163.61;249.5;37.5
2022-07-31 21;160.87;249.5;37.5
2022-07-31 22;161.4;249.5;37.5
2022-07-31 23;162.39;249.5;37.5
2022-08-01 00;163.51;249.5;37.5
2022-08-01 01;162.54;249.5;37.5
2022-08-01 02;157.16;249.5;37.5
2022-08-01 03;120.12;249.5;37.5
2022-08-01 04;42.31;249.5;37.5
2022-08-01 05;27.99;249.5;37.5
2022-08-01 06;17.86;249.5;37.5
2022-08-01 07;74.07;249.5;37.5
2022-08-01 08;118.18;249.5;37.5
2022-08-01 09;64.62;249.5;37.5
2022-08-01 10;37.61;249.5;37.5
2022-08-01 11;37.37;249.5;37.5
2022-08-01 12;45.47;249.5;37.5
2022-08-01 13;44.52;249.5;37.5
2022-08-01 14;41.78;249.5;37.5
2022-08-01 15;50.39;249.5;37.5
2022-08-01 16;117.23;249.5;37.5
2022-08-01 17;198.78;249.5;37.5
2022-08-01 18;137.47;249.5;37.5
2022-08-01 19;161.51;249.5;37.5
2022-08-01 20;163.27;249.5;37.5
2022-08-01 21;162.86;249.5;37.5
2022-08-01 22;161.81;249.5;37.5
2022-08-01 23;160.82;249.5;37.5
2022-08-02 00;138.9;249.5;37.5
2022-08-02 01;135.48;249.5;37.5
2022-08-02 02;134.91;249.5;37.5
2022-08-02 03;102.95;249.5;37.5
2022-08-02 04;29.68;249.5;37.5
2022-08-02 05;27.44;249.5;37.5
2022-08-02 06;14.02;249.5;37.5
2022-08-02 07;50.36;249.5;37.5
2022-08-02 08;157.09;249.5;37.5
2022-08-02 09;168.78;249.5;37.5
2022-08-02 10;181.28;249.5;37.5
2022-08-02 11;186.1;249.5;37.5
2022-08-02 12;178.76;249.5;37.5
2022-08-02 13;196.75;249.5;37.5
2022-08-02 14;188.05;249.5;37.5
2022-08-02 15;149.02;249.5;37.5
2022-08-02 16;81;249.5;37.5
2022-08-02 17;153.56;249.5;37.5
2022-08-02 18;170.46;249.5;37.5
2022-08-02 19;138.19;249.5;37.5
2022-08-02 20;123.35;249.5;37.5
2022-08-02 21;123.06;249.5;37.5
2022-08-02 22;122.57;249.5;37.5
2022-08-02 23;121.57;249.5;37.5
2022-08-03 00;84.69;249.5;37.5
2022-08-03 01;50.12;249.5;37.5
2022-08-03 02;28.66;249.5;37.5
2022-08-03 03;28.44;249.5;37.5
2022-08-03 04;27.5;249.5;37.5
2022-08-03 05;0;249.5;37.5
2022-08-03 06;0;249.5;37.5
2022-08-03 07;37.61;249.5;37.5
2022-08-03 08;162.92;249.5;37.5
2022-08-03 09;163.81;249.5;37.5
2022-08-03 10;182.23;249.5;37.5
2022-08-03 11;182.5;249.5;37.5
2022-08-03 12;182.49;249.5;37.5
2022-08-03 13;175.57;249.5;37.5
2022-08-03 14;169.59;249.5;37.5
2022-08-03 15;189.61;249.5;37.5
2022-08-03 16;120.83;249.5;37.5
2022-08-03 17;162.28;249.5;37.5
2022-08-03 18;136.29;249.5;37.5
2022-08-03 19;142.2;249.5;37.5
2022-08-03 20;156.86;249.5;37.5
2022-08-03 21;155.93;249.5;37.5
2022-08-03 22;154.51;249.5;37.5
2022-08-03 23;131.04;249.5;37.5
2022-08-04 00;93.39;249.5;37.5
2022-08-04 01;95.41;249.5;37.5
2022-08-04 02;66.93;249.5;37.5
2022-08-04 03;63.04;249.5;37.5
2022-08-04 04;12.95;249.5;37.5
2022-08-04 05;0;249.5;37.5
2022-08-04 06;0;249.5;37.5
2022-08-04 07;31.89;249.5;37.5
2022-08-04 08;176.28;249.5;37.5
2022-08-04 09;189.03;249.5;37.5
2022-08-04 10;181.6;249.5;37.5
2022-08-04 11;181.3;249.5;37.5
2022-08-04 12;181.11;249.5;37.5
2022-08-04 13;177.85;249.5;37.5
2022-08-04 14;186.02;249.5;37.5
2022-08-04 15;170.07;249.5;37.5
2022-08-04 16;196.69;249.5;37.5
2022-08-04 17;202.67;249.5;37.5
2022-08-04 18;174.85;249.5;37.5
2022-08-04 19;155;249.5;37.5
2022-08-04 20;157.38;249.5;37.5
2022-08-04 21;158.18;249.5;37.5
2022-08-04 22;156.4;249.5;37.5
2022-08-04 23;149.75;249.5;37.5
2022-08-05 00;123.41;249.5;37.5
2022-08-05 01;77.75;249.5;37.5
2022-08-05 02;63.38;249.5;37.5
2022-08-05 03;51.43;249.5;37.5
2022-08-05 04;29.29;249.5;37.5
2022-08-05 05;10.46;249.5;37.5
2022-08-05 06;0;249.5;37.5
2022-08-05 07;63.11;249.5;37.5
2022-08-05 08;197.84;249.5;37.5
2022-08-05 09;206.42;249.5;37.5
2022-08-05 10;227.53;249.5;37.5
2022-08-05 11;227.41;249.5;37.5
2022-08-05 12;226.13;249.5;37.5
2022-08-05 13;224.63;249.5;37.5
2022-08-05 14;225.18;249.5;37.5
2022-08-05 15;225.81;249.5;37.5
2022-08-05 16;224.29;249.5;37.5
2022-08-05 17;204.78;249.5;37.5
2022-08-05 18;137.79;249.5;37.5
2022-08-05 19;151.23;249.5;37.5
2022-08-05 20;151.53;249.5;37.5
2022-08-05 21;153.6;249.5;37.5
2022-08-05 22;154.78;249.5;37.5
2022-08-05 23;153.88;249.5;37.5
2022-08-06 00;153.38;249.5;37.5
2022-08-06 01;153.2;249.5;37.5
2022-08-06 02;71.9;249.5;37.5
2022-08-06 03;28.41;249.5;37.5
2022-08-06 04;27.94;249.5;37.5
2022-08-06 05;27.44;249.5;37.5
2022-08-06 06;17.66;249.5;37.5
2022-08-06 07;77.76;249.5;37.5
2022-08-06 08;196.24;249.5;37.5
2022-08-06 09;227.22;249.5;37.5
2022-08-06 10;226.68;249.5;37.5
2022-08-06 11;226.55;249.5;37.5
2022-08-06 12;226.02;249.5;37.5
2022-08-06 13;226.16;249.5;37.5
2022-08-06 14;223.03;249.5;37.5
2022-08-06 15;221.11;249.5;37.5
2022-08-06 16;205.31;249.5;37.5
2022-08-06 17;212.77;249.5;37.5
2022-08-06 18;194.35;249.5;37.5
2022-08-06 19;156.32;249.5;37.5
2022-08-06 20;158.24;249.5;37.5
2022-08-06 21;159.34;249.5;37.5
2022-08-06 22;159.6;249.5;37.5
2022-08-06 23;159.54;249.5;37.5
2022-08-07 00;147.98;249.5;37.5
2022-08-07 01;105.41;249.5;37.5
2022-08-07 02;94.76;249.5;37.5
2022-08-07 03;94.48;249.5;37.5
2022-08-07 04;63.74;249.5;37.5
2022-08-07 05;33.11;249.5;37.5
2022-08-07 06;18.04;249.5;37.5
2022-08-07 07;102.78;249.5;37.5
2022-08-07 08;223.07;249.5;37.5
2022-08-07 09;227.62;249.5;37.5
2022-08-07 10;226.93;249.5;37.5
2022-08-07 11;226.35;249.5;37.5
2022-08-07 12;226.31;249.5;37.5
2022-08-07 13;213.87;249.5;37.5
2022-08-07 14;207.66;249.5;37.5
2022-08-07 15;204.75;249.5;37.5
2022-08-07 16;207.25;249.5;37.5
2022-08-07 17;207.97;249.5;37.5
2022-08-07 18;162.03;249.5;37.5
2022-08-07 19;153.89;249.5;37.5
2022-08-07 20;158;249.5;37.5
2022-08-07 21;161.79;249.5;37.5
2022-08-07 22;157.35;249.5;37.5
2022-08-07 23;156.96;249.5;37.5
2022-08-08 00;159.84;249.5;37.5
2022-08-08 01;160.48;249.5;37.5
2022-08-08 02;142.38;249.5;37.5
2022-08-08 03;93.2;249.5;37.5
2022-08-08 04;60.07;249.5;37.5
2022-08-08 05;30.47;249.5;37.5
2022-08-08 06;18.6;249.5;37.5
2022-08-08 07;98.81;249.5;37.5
2022-08-08 08;222.36;249.5;37.5
2022-08-08 09;226.77;249.5;37.5
2022-08-08 10;225.64;249.5;37.5
2022-08-08 11;223.18;249.5;37.5
2022-08-08 12;222.67;249.5;37.5
2022-08-08 13;223.1;249.5;37.5
2022-08-08 14;216.58;249.5;37.5
2022-08-08 15;194.48;249.5;37.5
2022-08-08 16;192.22;249.5;37.5
2022-08-08 17;158.63;249.5;37.5
2022-08-08 18;144.25;249.5;37.5
2022-08-08 19;149.66;249.5;37.5
2022-08-08 20;152.32;249.5;37.5
2022-08-08 21;151.97;249.5;37.5
2022-08-08 22;148.15;249.5;37.5
2022-08-08 23;150.25;249.5;37.5
2022-08-09 00;148.35;249.5;37.5
2022-08-09 01;144.03;249.5;37.5
2022-08-09 02;80.99;249.5;37.5
2022-08-09 03;33.38;249.5;37.5
2022-08-09 04;28.1;249.5;37.5
2022-08-09 05;28.19;249.5;37.5
2022-08-09 06;15.38;249.5;37.5
2022-08-09 07;25.52;249.5;37.5
2022-08-09 08;61.52;249.5;37.5
2022-08-09 09;73.94;249.5;37.5
2022-08-09 10;43.7;249.5;37.5
2022-08-09 11;47.92;249.5;37.5
2022-08-09 12;48.97;249.5;37.5
2022-08-09 13;42.44;249.5;37.5
2022-08-09 14;85.12;249.5;37.5
2022-08-09 15;153.38;249.5;37.5
2022-08-09 16;160.73;249.5;37.5
2022-08-09 17;128.65;249.5;37.5
2022-08-09 18;93.07;249.5;37.5
2022-08-09 19;51.51;249.5;37.5
2022-08-09 20;27.4;249.5;37.5
2022-08-09 21;27.38;249.5;37.5
2022-08-09 22;28.98;249.5;37.5
2022-08-09 23;27.82;249.5;37.5
2022-08-10 00;0;249.5;37.5
2022-08-10 01;0;249.5;37.5
2022-08-10 02;0;249.5;37.5
2022-08-10 03;0;249.5;37.5
2022-08-10 04;0;249.5;37.5
2022-08-10 05;0;249.5;37.5
2022-08-10 06;0;249.5;37.5
2022-08-10 07;0;249.5;37.5
2022-08-10 08;56.42;249.5;37.5
2022-08-10 09;147.08;249.5;37.5
2022-08-10 10;181.78;249.5;37.5
2022-08-10 11;180.8;249.5;37.5
2022-08-10 12;181.68;249.5;37.5
2022-08-10 13;175.09;249.5;37.5
2022-08-10 14;179.66;249.5;37.5
2022-08-10 15;179.6;249.5;37.5
2022-08-10 16;145.67;249.5;37.5
2022-08-10 17;95.42;249.5;37.5
2022-08-10 18;89.76;249.5;37.5
2022-08-10 19;96.85;249.5;37.5
2022-08-10 20;100.31;249.5;37.5
2022-08-10 21;61.84;249.5;37.5
2022-08-10 22;23.19;249.5;37.5
2022-08-10 23;0;249.5;37.5
2022-08-11 00;0;249.5;37.5
2022-08-11 01;0;249.5;37.5
2022-08-11 02;0;249.5;37.5
2022-08-11 03;0;249.5;37.5
2022-08-11 04;0;249.5;37.5
2022-08-11 05;0;249.5;37.5
2022-08-11 06;0;249.5;37.5
2022-08-11 07;4.08;249.5;37.5
2022-08-11 08;79.59;249.5;37.5
2022-08-11 09;179.04;249.5;37.5
2022-08-11 10;182.47;249.5;37.5
2022-08-11 11;182.62;249.5;37.5
2022-08-11 12;183;249.5;37.5
2022-08-11 13;182.79;249.5;37.5
2022-08-11 14;181.72;249.5;37.5
2022-08-11 15;181.97;249.5;37.5
2022-08-11 16;180.52;249.5;37.5
2022-08-11 17;171.54;249.5;37.5
2022-08-11 18;112.93;249.5;37.5
2022-08-11 19;105.32;249.5;37.5
2022-08-11 20;109.06;249.5;37.5
2022-08-11 21;107.96;249.5;37.5
2022-08-11 22;108.25;249.5;37.5
2022-08-11 23;92.36;249.5;37.5
2022-08-12 00;40.45;249.5;37.5
2022-08-12 01;11.41;249.5;37.5
2022-08-12 02;0;249.5;37.5
2022-08-12 03;0;249.5;37.5
2022-08-12 04;0;249.5;37.5
2022-08-12 05;0;249.5;37.5
2022-08-12 06;0;249.5;37.5
2022-08-12 07;0;249.5;37.5
2022-08-12 08;10.18;249.5;37.5
2022-08-12 09;44.01;249.5;37.5
2022-08-12 10;90.87;249.5;37.5
2022-08-12 11;121.77;249.5;37.5
2022-08-12 12;83.75;249.5;37.5
2022-08-12 13;60.65;249.5;37.5
2022-08-12 14;46.46;249.5;37.5
2022-08-12 15;41.27;249.5;37.5
2022-08-12 16;62.37;249.5;37.5
2022-08-12 17;71.7;249.5;37.5
2022-08-12 18;12.24;249.5;37.5
2022-08-12 19;0;249.5;37.5
2022-08-12 20;0;249.5;37.5
2022-08-12 21;0;249.5;37.5
2022-08-12 22;0;249.5;37.5
2022-08-12 23;0;249.5;37.5
2022-08-13 00;0;249.5;37.5
2022-08-13 01;0;249.5;37.5
2022-08-13 02;0;249.5;37.5
2022-08-13 03;0;249.5;37.5
2022-08-13 04;0;249.5;37.5
2022-08-13 05;0;249.5;37.5
2022-08-13 06;0;249.5;37.5
2022-08-13 07;0;249.5;37.5
2022-08-13 08;0;249.5;37.5
2022-08-13 09;0;249.5;37.5
2022-08-13 10;1.46;249.5;37.5
2022-08-13 11;30.14;249.5;37.5
2022-08-13 12;61.56;249.5;37.5
2022-08-13 13;71.36;249.5;37.5
2022-08-13 14;130.19;249.5;37.5
2022-08-13 15;96.34;249.5;37.5
2022-08-13 16;36.93;249.5;37.5
2022-08-13 17;76.01;249.5;37.5
2022-08-13 18;26.64;249.5;37.5
2022-08-13 19;0;249.5;37.5
2022-08-13 20;0;249.5;37.5
2022-08-13 21;0;249.5;37.5
2022-08-13 22;0;249.5;37.5
2022-08-13 23;0;249.5;37.5
2022-08-14 00;0;249.5;37.5
2022-08-14 01;0;249.5;37.5
2022-08-14 02;0;249.5;37.5
2022-08-14 03;0;249.5;37.5
2022-08-14 04;0;249.5;37.5
2022-08-14 05;0;249.5;37.5
2022-08-14 06;0;249.5;37.5
2022-08-14 07;0;249.5;37.5
2022-08-14 08;13.04;249.5;37.5
2022-08-14 09;63.13;249.5;37.5
2022-08-14 10;132.11;249.5;37.5
2022-08-14 11;170.88;249.5;37.5
2022-08-14 12;151.63;249.5;37.5
2022-08-14 13;74.44;249.5;37.5
2022-08-14 14;49.89;249.5;37.5
2022-08-14 15;45.44;249.5;37.5
2022-08-14 16;44.91;249.5;37.5
2022-08-14 17;70.14;249.5;37.5
2022-08-14 18;70.39;249.5;37.5
2022-08-14 19;55.61;249.5;37.5
2022-08-14 20;39.77;249.5;37.5
2022-08-14 21;31.18;249.5;37.5
2022-08-14 22;31.17;249.5;37.5
2022-08-14 23;31.13;249.5;37.5
2022-08-15 00;6.64;249.5;37.5
2022-08-15 01;0;249.5;37.5
2022-08-15 02;0;249.5;37.5
2022-08-15 03;0;249.5;37.5
2022-08-15 04;0;249.5;37.5
2022-08-15 05;0;249.5;37.5
2022-08-15 06;0;249.5;37.5
2022-08-15 07;40.75;249.5;37.5
2022-08-15 08;166.64;249.5;37.5
2022-08-15 09;182.33;249.5;37.5
2022-08-15 10;181.33;249.5;37.5
2022-08-15 11;178.5;249.5;37.5
2022-08-15 12;98.3;249.5;37.5
2022-08-15 13;94.1;249.5;37.5
2022-08-15 14;57.78;249.5;37.5
2022-08-15 15;82.85;249.5;37.5
2022-08-15 16;153.95;249.5;37.5
2022-08-15 17;179.83;249.5;37.5
2022-08-15 18;146.84;249.5;37.5
2022-08-15 19;130.33;249.5;37.5
2022-08-15 20;126.08;249.5;37.5
2022-08-15 21;124.13;249.5;37.5
2022-08-15 22;124.36;249.5;37.5
2022-08-15 23;125.05;249.5;37.5
2022-08-16 00;125.12;249.5;37.5
2022-08-16 01;124.64;249.5;37.5
2022-08-16 02;120.26;249.5;37.5
2022-08-16 03;92.22;249.5;37.5
2022-08-16 04;51.6;249.5;37.5
2022-08-16 05;28.12;249.5;37.5
2022-08-16 06;20.07;249.5;37.5
2022-08-16 07;70.08;249.5;37.5
2022-08-16 08;172.78;249.5;37.5
2022-08-16 09;168.04;249.5;37.5
2022-08-16 10;147.76;249.5;37.5
2022-08-16 11;144.97;249.5;37.5
2022-08-16 12;161.71;249.5;37.5
2022-08-16 13;179.18;249.5;37.5
2022-08-16 14;181.94;249.5;37.5
2022-08-16 15;177.28;249.5;37.5
2022-08-16 16;58.43;249.5;37.5
2022-08-16 17;92.43;249.5;37.5
2022-08-16 18;129.92;249.5;37.5
2022-08-16 19;122.85;249.5;37.5
2022-08-16 20;123.07;249.5;37.5
2022-08-16 21;123.33;249.5;37.5
2022-08-16 22;123.85;249.5;37.5
2022-08-16 23;111.63;249.5;37.5
2022-08-17 00;91.13;249.5;37.5
2022-08-17 01;90.47;249.5;37.5
2022-08-17 02;90.67;249.5;37.5
2022-08-17 03;87.99;249.5;37.5
2022-08-17 04;40.04;249.5;37.5
2022-08-17 05;28.63;249.5;37.5
2022-08-17 06;20.69;249.5;37.5
2022-08-17 07;73.97;249.5;37.5
2022-08-17 08;172.96;249.5;37.5
2022-08-17 09;166.47;249.5;37.5
2022-08-17 10;172.5;249.5;37.5
2022-08-17 11;178.73;249.5;37.5
2022-08-17 12;178.13;249.5;37.5
2022-08-17 13;168.35;249.5;37.5
2022-08-17 14;157.55;249.5;37.5
2022-08-17 15;144.02;249.5;37.5
