Timestamp;Measured energy production (MWh);Installed power (MW)
2022-02-03 04;1.25;3296.78
2022-02-03 05;1.28;3296.78
2022-02-03 06;1.12;3296.78
2022-02-03 07;5.79;3296.78
2022-02-03 08;332.13;3296.78
2022-02-03 09;883.55;3296.78
2022-02-03 10;1293.20;3296.78
2022-02-03 11;1590.24;3296.78
2022-02-03 12;1523.35;3296.78
2022-02-03 13;1458.22;3296.78
2022-02-03 14;1267.71;3296.78
2022-02-03 15;928.99;3296.78
2022-02-03 16;478.74;3296.78
2022-02-03 17;108.41;3296.78
2022-02-03 18;1.43;3296.78
2022-02-03 19;1.04;3296.78
2022-02-03 20;1.05;3296.78
2022-02-03 21;1.21;3296.78
2022-02-03 22;1.12;3296.78
2022-02-03 23;1.19;3296.78
2022-02-04 00;1.19;3313.78
2022-02-04 01;1.33;3313.78
2022-02-04 02;1.29;3313.78
2022-02-04 03;1.42;3313.78
2022-02-04 04;1.43;3313.78
2022-02-04 05;1.33;3313.78
2022-02-04 06;1.26;3313.78
2022-02-04 07;23.37;3313.78
2022-02-04 08;216.44;3313.78
2022-02-04 09;615.07;3313.78
2022-02-04 10;1184.72;3313.78
2022-02-04 11;1547.68;3313.78
2022-02-04 12;1408.91;3313.78
2022-02-04 13;1273.52;3313.78
2022-02-04 14;860.35;3313.78
2022-02-04 15;598.26;3313.78
2022-02-04 16;499.70;3313.78
2022-02-04 17;104.59;3313.78
2022-02-04 18;1.07;3313.78
2022-02-04 19;0.94;3313.78
2022-02-04 20;0.98;3313.78
2022-02-04 21;1.12;3313.78
2022-02-04 22;1.07;3313.78
2022-02-04 23;0.98;3313.78
2022-02-05 00;1.00;3313.78
2022-02-05 01;1.05;3313.78
2022-02-05 02;0.87;3313.78
2022-02-05 03;1.02;3313.78
2022-02-05 04;1.02;3313.78
2022-02-05 05;0.97;3313.78
2022-02-05 06;0.79;3313.78
2022-02-05 07;11.02;3313.78
2022-02-05 08;299.59;3313.78
2022-02-05 09;1154.27;3313.78
2022-02-05 10;1685.40;3313.78
2022-02-05 11;1851.68;3313.78
2022-02-05 12;2130.98;3313.78
2022-02-05 13;2179.82;3313.78
2022-02-05 14;1972.06;3313.78
2022-02-05 15;1786.01;3313.78
2022-02-05 16;1188.87;3313.78
2022-02-05 17;273.82;3313.78
2022-02-05 18;6.76;3313.78
2022-02-05 19;1.01;3313.78
2022-02-05 20;0.97;3313.78
2022-02-05 21;0.66;3313.78
2022-02-05 22;0.52;3313.78
2022-02-05 23;0.88;3313.78
2022-02-06 00;1.04;3313.78
2022-02-06 01;1.02;3313.78
2022-02-06 02;0.93;3313.78
2022-02-06 03;1.11;3313.78
2022-02-06 04;1.12;3313.78
2022-02-06 05;1.10;3313.78
2022-02-06 06;1.02;3313.78
2022-02-06 07;5.51;3313.78
2022-02-06 08;505.45;3313.78
2022-02-06 09;1652.84;3313.78
2022-02-06 10;2184.88;3313.78
2022-02-06 11;2258.78;3313.78
2022-02-06 12;2247.26;3313.78
2022-02-06 13;2280.55;3313.78
2022-02-06 14;2165.98;3313.78
2022-02-06 15;1933.03;3313.78
2022-02-06 16;1401.42;3313.78
2022-02-06 17;323.05;3313.78
2022-02-06 18;3.12;3313.78
2022-02-06 19;0.51;3313.78
2022-02-06 20;0.47;3313.78
2022-02-06 21;0.62;3313.78
2022-02-06 22;0.86;3313.78
2022-02-06 23;1.09;3313.78
2022-02-07 00;1.29;3313.78
2022-02-07 01;1.42;3313.78
2022-02-07 02;1.28;3313.78
2022-02-07 03;1.40;3313.78
2022-02-07 04;1.38;3313.78
2022-02-07 05;1.21;3313.78
2022-02-07 06;0.80;3313.78
2022-02-07 07;14.37;3313.78
2022-02-07 08;568.95;3313.78
2022-02-07 09;1771.73;3313.78
2022-02-07 10;2275.70;3313.78
2022-02-07 11;2343.34;3313.78
2022-02-07 12;2310.28;3313.78
2022-02-07 13;2346.02;3313.78
2022-02-07 14;2342.93;3313.78
2022-02-07 15;2230.70;3313.78
2022-02-07 16;1566.16;3313.78
2022-02-07 17;379.53;3313.78
2022-02-07 18;3.49;3313.78
2022-02-07 19;1.02;3313.78
2022-02-07 20;0.78;3313.78
2022-02-07 21;0.90;3313.78
2022-02-07 22;0.97;3313.78
2022-02-07 23;1.09;3313.78
2022-02-08 00;1.28;3313.78
2022-02-08 01;1.31;3313.78
2022-02-08 02;1.26;3313.78
2022-02-08 03;1.34;3313.78
2022-02-08 04;1.39;3313.78
2022-02-08 05;1.42;3313.78
2022-02-08 06;1.38;3313.78
2022-02-08 07;10.56;3313.78
2022-02-08 08;625.10;3313.78
2022-02-08 09;1785.27;3313.78
2022-02-08 10;2275.12;3313.78
2022-02-08 11;2351.23;3313.78
2022-02-08 12;2334.97;3313.78
2022-02-08 13;2343.40;3313.78
2022-02-08 14;2326.40;3313.78
2022-02-08 15;2198.53;3313.78
2022-02-08 16;1529.99;3313.78
2022-02-08 17;373.50;3313.78
2022-02-08 18;3.57;3313.78
2022-02-08 19;1.31;3313.78
2022-02-08 20;1.23;3313.78
2022-02-08 21;1.19;3313.78
2022-02-08 22;1.23;3313.78
2022-02-08 23;1.37;3313.78
2022-02-09 00;1.50;3313.78
2022-02-09 01;1.60;3313.78
2022-02-09 02;1.52;3313.78
2022-02-09 03;1.61;3313.78
2022-02-09 04;1.65;3313.78
2022-02-09 05;1.56;3313.78
2022-02-09 06;1.30;3313.78
2022-02-09 07;11.44;3313.78
2022-02-09 08;589.00;3313.78
2022-02-09 09;1755.64;3313.78
2022-02-09 10;2253.94;3313.78
2022-02-09 11;2339.11;3313.78
2022-02-09 12;2314.58;3313.78
2022-02-09 13;2308.84;3313.78
2022-02-09 14;2287.61;3313.78
2022-02-09 15;2124.46;3313.78
2022-02-09 16;1452.84;3313.78
2022-02-09 17;336.38;3313.78
2022-02-09 18;2.96;3313.78
2022-02-09 19;1.02;3313.78
2022-02-09 20;0.96;3313.78
2022-02-09 21;1.10;3313.78
2022-02-09 22;1.21;3313.78
2022-02-09 23;1.23;3313.78
2022-02-10 00;1.28;3313.78
2022-02-10 01;1.34;3313.78
2022-02-10 02;1.25;3313.78
2022-02-10 03;1.47;3313.78
2022-02-10 04;1.53;3313.78
2022-02-10 05;1.38;3313.78
2022-02-10 06;1.34;3313.78
2022-02-10 07;11.82;3313.78
2022-02-10 08;441.74;3313.78
2022-02-10 09;1384.26;3313.78
2022-02-10 10;1942.97;3313.78
2022-02-10 11;2097.35;3313.78
2022-02-10 12;2025.39;3313.78
2022-02-10 13;2045.48;3313.78
2022-02-10 14;1898.47;3313.78
2022-02-10 15;1481.20;3313.78
2022-02-10 16;1040.28;3313.78
2022-02-10 17;248.91;3313.78
2022-02-10 18;2.51;3313.78
2022-02-10 19;1.06;3313.78
2022-02-10 20;0.95;3313.78
2022-02-10 21;1.10;3313.78
2022-02-10 22;1.07;3313.78
2022-02-10 23;1.02;3313.78
2022-02-11 00;1.03;3313.78
2022-02-11 01;1.17;3313.78
2022-02-11 02;1.13;3313.78
2022-02-11 03;1.33;3313.78
2022-02-11 04;1.31;3313.78
2022-02-11 05;1.10;3313.78
2022-02-11 06;0.92;3313.78
2022-02-11 07;7.89;3313.78
2022-02-11 08;336.59;3313.78
2022-02-11 09;1134.46;3313.78
2022-02-11 10;1723.63;3313.78
2022-02-11 11;2079.81;3313.78
2022-02-11 12;2211.04;3313.78
2022-02-11 13;2247.80;3313.78
2022-02-11 14;2248.78;3313.78
2022-02-11 15;2063.68;3313.78
2022-02-11 16;1366.33;3313.78
2022-02-11 17;331.42;3313.78
2022-02-11 18;2.97;3313.78
2022-02-11 19;0.82;3313.78
2022-02-11 20;0.80;3313.78
2022-02-11 21;0.95;3313.78
2022-02-11 22;1.03;3313.78
2022-02-11 23;0.87;3313.78
2022-02-12 00;0.96;3313.78
2022-02-12 01;1.06;3313.78
2022-02-12 02;1.04;3313.78
2022-02-12 03;1.11;3313.78
2022-02-12 04;1.22;3313.78
2022-02-12 05;1.20;3313.78
2022-02-12 06;1.09;3313.78
2022-02-12 07;13.55;3313.78
2022-02-12 08;381.85;3313.78
2022-02-12 09;1072.87;3313.78
2022-02-12 10;1481.65;3313.78
2022-02-12 11;1642.30;3313.78
2022-02-12 12;1629.62;3313.78
2022-02-12 13;1803.10;3313.78
2022-02-12 14;1652.12;3313.78
2022-02-12 15;1314.89;3313.78
2022-02-12 16;862.07;3313.78
2022-02-12 17;167.71;3313.78
2022-02-12 18;2.36;3313.78
2022-02-12 19;0.66;3313.78
2022-02-12 20;0.67;3313.78
2022-02-12 21;0.76;3313.78
2022-02-12 22;0.85;3313.78
2022-02-12 23;0.85;3313.78
2022-02-13 00;0.98;3313.78
2022-02-13 01;1.13;3313.78
2022-02-13 02;0.84;3313.78
2022-02-13 03;0.91;3313.78
2022-02-13 04;0.94;3313.78
2022-02-13 05;0.92;3313.78
2022-02-13 06;0.88;3313.78
2022-02-13 07;5.76;3313.78
2022-02-13 08;237.34;3313.78
2022-02-13 09;762.59;3313.78
2022-02-13 10;1002.92;3313.78
2022-02-13 11;1325.75;3313.78
2022-02-13 12;1236.87;3313.78
2022-02-13 13;1310.04;3313.78
2022-02-13 14;1125.58;3313.78
2022-02-13 15;664.57;3313.78
2022-02-13 16;265.09;3313.78
2022-02-13 17;63.08;3313.78
2022-02-13 18;1.38;3313.78
2022-02-13 19;0.46;3313.78
2022-02-13 20;0.47;3313.78
2022-02-13 21;0.64;3313.78
2022-02-13 22;0.83;3313.78
2022-02-13 23;0.95;3313.78
2022-02-14 00;1.02;3313.78
2022-02-14 01;1.04;3313.78
2022-02-14 02;1.02;3313.78
2022-02-14 03;1.17;3313.78
2022-02-14 04;1.22;3313.78
2022-02-14 05;1.23;3313.78
2022-02-14 06;1.07;3313.78
2022-02-14 07;22.66;3313.78
2022-02-14 08;732.26;3313.78
2022-02-14 09;1834.23;3313.78
2022-02-14 10;2258.66;3313.78
2022-02-14 11;2259.48;3313.78
2022-02-14 12;2212.20;3313.78
2022-02-14 13;2159.39;3313.78
2022-02-14 14;2101.31;3313.78
2022-02-14 15;2046.25;3313.78
2022-02-14 16;1507.57;3313.78
2022-02-14 17;445.30;3313.78
2022-02-14 18;6.49;3313.78
2022-02-14 19;1.34;3313.78
2022-02-14 20;1.24;3313.78
2022-02-14 21;1.18;3313.78
2022-02-14 22;0.97;3313.78
2022-02-14 23;1.03;3313.78
2022-02-15 00;1.03;3313.78
2022-02-15 01;1.05;3313.78
2022-02-15 02;0.95;3313.78
2022-02-15 03;1.02;3313.78
2022-02-15 04;0.99;3313.78
2022-02-15 05;0.74;3313.78
2022-02-15 06;0.76;3313.78
2022-02-15 07;33.20;3313.78
2022-02-15 08;853.09;3313.78
2022-02-15 09;2040.47;3313.78
2022-02-15 10;2392.64;3313.78
2022-02-15 11;2453.16;3313.78
2022-02-15 12;2441.01;3313.78
2022-02-15 13;2446.89;3313.78
2022-02-15 14;2472.08;3313.78
2022-02-15 15;2265.03;3313.78
2022-02-15 16;1289.23;3313.78
2022-02-15 17;281.29;3313.78
2022-02-15 18;5.70;3313.78
2022-02-15 19;1.25;3313.78
2022-02-15 20;1.05;3313.78
2022-02-15 21;0.78;3313.78
2022-02-15 22;0.86;3313.78
2022-02-15 23;0.90;3313.78
2022-02-16 00;1.22;3313.78
2022-02-16 01;1.36;3313.78
2022-02-16 02;1.25;3313.78
2022-02-16 03;1.21;3313.78
2022-02-16 04;1.28;3313.78
2022-02-16 05;1.04;3313.78
2022-02-16 06;0.84;3313.78
2022-02-16 07;28.61;3313.78
2022-02-16 08;608.63;3313.78
2022-02-16 09;1387.60;3313.78
2022-02-16 10;1856.04;3313.78
2022-02-16 11;2073.59;3313.78
2022-02-16 12;2074.96;3313.78
2022-02-16 13;2078.67;3313.78
2022-02-16 14;1785.05;3313.78
2022-02-16 15;1538.52;3313.78
2022-02-16 16;991.25;3313.78
2022-02-16 17;271.32;3313.78
2022-02-16 18;5.09;3313.78
2022-02-16 19;1.26;3313.78
2022-02-16 20;1.13;3313.78
2022-02-16 21;0.85;3313.78
2022-02-16 22;0.97;3313.78
2022-02-16 23;1.28;3313.78
2022-02-17 00;1.56;3313.78
2022-02-17 01;1.57;3313.78
2022-02-17 02;1.46;3313.78
2022-02-17 03;1.53;3313.78
2022-02-17 04;1.60;3313.78
2022-02-17 05;1.53;3313.78
2022-02-17 06;1.42;3313.78
2022-02-17 07;15.94;3313.78
2022-02-17 08;400.44;3313.78
2022-02-17 09;1162.45;3313.78
2022-02-17 10;1803.82;3313.78
2022-02-17 11;2162.24;3313.78
2022-02-17 12;2335.32;3313.78
2022-02-17 13;2405.62;3313.78
2022-02-17 14;2432.39;3313.78
2022-02-17 15;2350.45;3313.78
2022-02-17 16;1810.26;3313.78
2022-02-17 17;591.47;3313.78
2022-02-17 18;8.70;3313.78
2022-02-17 19;1.00;3313.78
2022-02-17 20;1.02;3313.78
2022-02-17 21;0.86;3313.78
2022-02-17 22;0.93;3313.78
2022-02-17 23;1.36;3313.78
2022-02-18 00;1.37;3313.78
2022-02-18 01;1.33;3313.78
2022-02-18 02;1.33;3313.78
2022-02-18 03;1.57;3313.78
2022-02-18 04;1.49;3313.78
2022-02-18 05;1.36;3313.78
2022-02-18 06;1.00;3313.78
2022-02-18 07;26.69;3313.78
2022-02-18 08;516.08;3313.78
2022-02-18 09;1218.91;3313.78
2022-02-18 10;1718.21;3313.78
2022-02-18 11;2010.95;3313.78
2022-02-18 12;2098.70;3313.78
2022-02-18 13;2119.49;3313.78
2022-02-18 14;2240.87;3313.78
2022-02-18 15;2259.50;3313.78
2022-02-18 16;1558.13;3313.78
2022-02-18 17;381.24;3313.78
2022-02-18 18;7.81;3313.78
2022-02-18 19;0.50;3313.78
2022-02-18 20;0.43;3313.78
2022-02-18 21;0.54;3313.78
2022-02-18 22;0.93;3313.78
2022-02-18 23;0.99;3313.78
2022-02-19 00;1.05;3313.78
2022-02-19 01;1.17;3313.78
2022-02-19 02;1.03;3313.78
2022-02-19 03;1.08;3313.78
2022-02-19 04;1.20;3313.78
2022-02-19 05;1.25;3313.78
2022-02-19 06;1.22;3313.78
2022-02-19 07;20.78;3313.78
2022-02-19 08;436.83;3313.78
2022-02-19 09;1194.35;3313.78
2022-02-19 10;1588.40;3313.78
2022-02-19 11;1855.01;3313.78
2022-02-19 12;1969.81;3313.78
2022-02-19 13;2059.44;3313.78
2022-02-19 14;2111.40;3313.78
2022-02-19 15;2039.36;3313.78
2022-02-19 16;1700.62;3313.78
2022-02-19 17;589.48;3313.78
2022-02-19 18;12.02;3313.78
2022-02-19 19;0.91;3313.78
2022-02-19 20;0.80;3313.78
2022-02-19 21;0.93;3313.78
2022-02-19 22;0.78;3313.78
2022-02-19 23;1.10;3313.78
2022-02-20 00;1.21;3313.78
2022-02-20 01;1.17;3313.78
2022-02-20 02;1.19;3313.78
2022-02-20 03;1.22;3313.78
2022-02-20 04;1.26;3313.78
2022-02-20 05;1.30;3313.78
2022-02-20 06;1.31;3313.78
2022-02-20 07;64.17;3313.78
2022-02-20 08;1044.17;3313.78
2022-02-20 09;2218.32;3313.78
2022-02-20 10;2551.24;3313.78
2022-02-20 11;2596.63;3313.78
2022-02-20 12;2601.24;3313.78
2022-02-20 13;2611.77;3313.78
2022-02-20 14;2612.84;3313.78
2022-02-20 15;2478.72;3313.78
2022-02-20 16;1915.02;3313.78
2022-02-20 17;690.64;3313.78
2022-02-20 18;15.18;3313.78
2022-02-20 19;1.30;3313.78
2022-02-20 20;1.25;3313.78
2022-02-20 21;1.42;3313.78
2022-02-20 22;1.49;3313.78
2022-02-20 23;1.55;3313.78
2022-02-21 00;1.45;3313.78
2022-02-21 01;1.43;3313.78
2022-02-21 02;1.29;3313.78
2022-02-21 03;1.34;3313.78
2022-02-21 04;1.46;3313.78
2022-02-21 05;1.31;3313.78
2022-02-21 06;1.30;3313.78
2022-02-21 07;64.50;3313.78
2022-02-21 08;1052.31;3313.78
2022-02-21 09;2213.13;3313.78
2022-02-21 10;2510.14;3313.78
2022-02-21 11;2555.25;3313.78
2022-02-21 12;2544.99;3313.78
2022-02-21 13;2557.26;3313.78
2022-02-21 14;2567.63;3313.78
2022-02-21 15;2470.91;3313.78
2022-02-21 16;1957.84;3313.78
2022-02-21 17;710.29;3313.78
2022-02-21 18;18.14;3313.78
2022-02-21 19;1.15;3313.78
2022-02-21 20;1.01;3313.78
2022-02-21 21;1.06;3313.78
2022-02-21 22;1.21;3313.78
2022-02-21 23;1.28;3313.78
2022-02-22 00;1.34;3313.78
2022-02-22 01;1.38;3313.78
2022-02-22 02;1.24;3313.78
2022-02-22 03;1.44;3313.78
2022-02-22 04;1.41;3313.78
2022-02-22 05;1.26;3313.78
2022-02-22 06;1.11;3313.78
2022-02-22 07;77.46;3313.78
2022-02-22 08;1014.78;3313.78
2022-02-22 09;2106.27;3313.78
2022-02-22 10;2418.26;3313.78
2022-02-22 11;2596.81;3313.78
2022-02-22 12;2590.80;3313.78
2022-02-22 13;2605.66;3313.78
2022-02-22 14;2610.97;3313.78
2022-02-22 15;2517.45;3313.78
2022-02-22 16;1990.54;3313.78
2022-02-22 17;737.38;3313.78
2022-02-22 18;19.41;3313.78
2022-02-22 19;1.35;3313.78
2022-02-22 20;1.36;3313.78
2022-02-22 21;1.46;3313.78
2022-02-22 22;1.55;3313.78
2022-02-22 23;1.49;3313.78
2022-02-23 00;1.35;3313.78
2022-02-23 01;1.33;3313.78
2022-02-23 02;1.30;3313.78
2022-02-23 03;1.45;3313.78
2022-02-23 04;1.41;3313.78
2022-02-23 05;1.37;3313.78
2022-02-23 06;1.39;3313.78
2022-02-23 07;42.34;3313.78
2022-02-23 08;523.16;3313.78
2022-02-23 09;1393.01;3313.78
2022-02-23 10;1944.82;3313.78
2022-02-23 11;1729.09;3313.78
2022-02-23 12;2002.43;3313.78
2022-02-23 13;1919.64;3313.78
2022-02-23 14;1675.92;3313.78
2022-02-23 15;1831.00;3313.78
2022-02-23 16;1388.93;3313.78
2022-02-23 17;610.29;3313.78
2022-02-23 18;21.30;3313.78
2022-02-23 19;1.22;3313.78
2022-02-23 20;1.07;3313.78
2022-02-23 21;1.26;3313.78
2022-02-23 22;1.50;3313.78
2022-02-23 23;1.72;3313.78
2022-02-24 00;1.69;3313.78
2022-02-24 01;1.64;3313.78
2022-02-24 02;1.46;3313.78
2022-02-24 03;1.48;3313.78
2022-02-24 04;1.45;3313.78
2022-02-24 05;1.35;3313.78
2022-02-24 06;1.27;3313.78
2022-02-24 07;17.46;3313.78
2022-02-24 08;234.27;3313.78
2022-02-24 09;533.57;3313.78
2022-02-24 10;717.17;3313.78
2022-02-24 11;870.31;3313.78
2022-02-24 12;1236.04;3313.78
2022-02-24 13;1080.24;3313.78
2022-02-24 14;709.51;3313.78
2022-02-24 15;592.36;3313.78
2022-02-24 16;366.51;3313.78
2022-02-24 17;114.39;3313.78
2022-02-24 18;9.07;3313.78
2022-02-24 19;4.67;3313.78
2022-02-24 20;4.70;3313.78
2022-02-24 21;4.79;3313.78
2022-02-24 22;4.73;3313.78
2022-02-24 23;4.79;3313.78
2022-02-25 00;4.77;3313.78
2022-02-25 01;4.79;3313.78
2022-02-25 02;4.79;3313.78
2022-02-25 03;4.85;3313.78
2022-02-25 04;4.01;3313.78
2022-02-25 05;1.42;3313.78
2022-02-25 06;1.23;3313.78
2022-02-25 07;23.27;3313.78
2022-02-25 08;277.75;3313.78
2022-02-25 09;703.56;3313.78
2022-02-25 10;1061.01;3313.78
2022-02-25 11;1104.12;3313.78
2022-02-25 12;1162.60;3313.78
2022-02-25 13;1242.58;3313.78
2022-02-25 14;1053.07;3313.78
2022-02-25 15;1089.20;3313.78
2022-02-25 16;675.59;3313.78
2022-02-25 17;164.33;3313.78
2022-02-25 18;27.25;3313.78
2022-02-25 19;4.76;3313.78
2022-02-25 20;4.60;3313.78
2022-02-25 21;4.76;3313.78
2022-02-25 22;4.72;3313.78
2022-02-25 23;4.38;3313.78
2022-02-26 00;4.37;3313.78
2022-02-26 01;4.57;3313.78
2022-02-26 02;4.48;3313.78
2022-02-26 03;4.67;3313.78
2022-02-26 04;4.71;3313.78
2022-02-26 05;4.73;3313.78
2022-02-26 06;4.79;3313.78
2022-02-26 07;15.02;3313.78
2022-02-26 08;216.49;3313.78
2022-02-26 09;544.55;3313.78
2022-02-26 10;800.76;3313.78
2022-02-26 11;878.82;3313.78
2022-02-26 12;943.63;3313.78
2022-02-26 13;761.65;3313.78
2022-02-26 14;716.06;3313.78
2022-02-26 15;398.07;3313.78
2022-02-26 16;309.20;3313.78
2022-02-26 17;150.84;3313.78
2022-02-26 18;10.93;3313.78
2022-02-26 19;1.09;3313.78
2022-02-26 20;1.10;3313.78
2022-02-26 21;1.14;3313.78
2022-02-26 22;1.26;3313.78
2022-02-26 23;1.47;3313.78
2022-02-27 00;1.47;3313.78
2022-02-27 01;1.44;3313.78
2022-02-27 02;1.34;3313.78
2022-02-27 03;1.41;3313.78
2022-02-27 04;1.44;3313.78
2022-02-27 05;1.37;3313.78
2022-02-27 06;1.50;3313.78
2022-02-27 07;35.23;3313.78
2022-02-27 08;540.94;3313.78
2022-02-27 09;1325.25;3313.78
2022-02-27 10;1717.56;3313.78
2022-02-27 11;1937.77;3313.78
2022-02-27 12;2079.47;3313.78
2022-02-27 13;2113.37;3313.78
2022-02-27 14;2204.08;3313.78
2022-02-27 15;2124.14;3313.78
2022-02-27 16;1610.41;3313.78
2022-02-27 17;617.04;3313.78
2022-02-27 18;31.39;3313.78
2022-02-27 19;2.08;3313.78
2022-02-27 20;1.89;3313.78
2022-02-27 21;2.06;3313.78
2022-02-27 22;2.13;3313.78
2022-02-27 23;2.30;3313.78
2022-02-28 00;2.52;3313.78
2022-02-28 01;1.67;3313.78
2022-02-28 02;1.59;3313.78
2022-02-28 03;1.72;3313.78
2022-02-28 04;1.61;3313.78
2022-02-28 05;1.49;3313.78
2022-02-28 06;1.23;3313.78
2022-02-28 07;117.27;3313.78
2022-02-28 08;1232.54;3313.78
2022-02-28 09;2296.92;3313.78
2022-02-28 10;2591.15;3313.78
2022-02-28 11;2656.46;3313.78
2022-02-28 12;2642.15;3313.78
2022-02-28 13;2654.28;3313.78
2022-02-28 14;2628.13;3313.78
2022-02-28 15;2488.12;3313.78
2022-02-28 16;2001.56;3313.78
2022-02-28 17;787.03;3313.78
2022-02-28 18;38.58;3313.78
2022-02-28 19;2.67;3313.78
2022-02-28 20;1.49;3313.78
2022-02-28 21;1.78;3313.78
2022-02-28 22;1.70;3313.78
2022-02-28 23;1.49;3313.78
2022-03-01 00;1.52;3313.78
2022-03-01 01;1.62;3313.78
2022-03-01 02;1.48;3313.78
2022-03-01 03;1.55;3313.78
2022-03-01 04;1.51;3313.78
2022-03-01 05;1.34;3313.78
2022-03-01 06;1.11;3313.78
2022-03-01 07;142.27;3313.78
2022-03-01 08;1181.96;3313.78
2022-03-01 09;2088.27;3313.78
2022-03-01 10;2346.66;3313.78
2022-03-01 11;2282.71;3313.78
2022-03-01 12;2292.91;3313.78
2022-03-01 13;2120.60;3313.78
2022-03-01 14;1878.56;3313.78
2022-03-01 15;1438.94;3313.78
2022-03-01 16;690.26;3313.78
2022-03-01 17;219.31;3313.78
2022-03-01 18;28.56;3313.78
2022-03-01 19;0.52;3313.78
2022-03-01 20;0.50;3313.78
2022-03-01 21;0.82;3313.78
2022-03-01 22;1.06;3313.78
2022-03-01 23;1.08;3313.78
2022-03-02 00;1.08;3313.78
2022-03-02 01;1.09;3313.78
2022-03-02 02;0.97;3313.78
2022-03-02 03;1.09;3313.78
2022-03-02 04;1.02;3313.78
2022-03-02 05;0.90;3313.78
2022-03-02 06;1.07;3313.78
2022-03-02 07;88.41;3313.78
2022-03-02 08;865.49;3313.78
2022-03-02 09;1933.91;3313.78
2022-03-02 10;2512.10;3313.78
2022-03-02 11;2693.48;3313.78
2022-03-02 12;2641.84;3313.78
2022-03-02 13;2603.41;3313.78
2022-03-02 14;2675.44;3313.78
2022-03-02 15;2405.38;3313.78
2022-03-02 16;1783.08;3313.78
2022-03-02 17;608.74;3313.78
2022-03-02 18;27.63;3313.78
2022-03-02 19;5.97;3313.78
2022-03-02 20;2.25;3313.78
2022-03-02 21;1.14;3313.78
2022-03-02 22;1.08;3313.78
2022-03-02 23;1.09;3313.78
2022-03-03 00;1.11;3313.78
2022-03-03 01;1.16;3313.78
2022-03-03 02;1.17;3313.78
2022-03-03 03;1.23;3313.78
2022-03-03 04;1.11;3313.78
2022-03-03 05;0.57;3313.78
2022-03-03 06;0.90;3313.78
2022-03-03 07;28.88;3313.78
2022-03-03 08;348.68;3313.78
2022-03-03 09;433.05;3313.78
2022-03-03 10;502.58;3313.78
2022-03-03 11;479.04;3313.78
2022-03-03 12;381.86;3313.78
2022-03-03 13;678.84;3313.78
2022-03-03 14;1163.39;3313.78
2022-03-03 15;1148.66;3313.78
2022-03-03 16;907.65;3313.78
2022-03-03 17;361.45;3313.78
2022-03-03 18;30.00;3313.78
2022-03-03 19;0.84;3313.78
2022-03-03 20;0.89;3313.78
2022-03-03 21;1.05;3313.78
2022-03-03 22;1.15;3313.78
2022-03-03 23;1.28;3313.78
2022-03-04 00;1.21;3320.78
2022-03-04 01;1.31;3320.78
2022-03-04 02;1.28;3320.78
2022-03-04 03;1.38;3320.78
2022-03-04 04;1.42;3320.78
2022-03-04 05;1.47;3320.78
2022-03-04 06;1.33;3320.78
2022-03-04 07;161.47;3320.78
2022-03-04 08;1281.20;3320.78
2022-03-04 09;2411.42;3320.78
2022-03-04 10;2714.74;3320.78
2022-03-04 11;2793.82;3320.78
2022-03-04 12;2765.96;3320.78
2022-03-04 13;2774.87;3320.78
2022-03-04 14;2790.52;3320.78
2022-03-04 15;2632.12;3320.78
2022-03-04 16;1961.88;3320.78
2022-03-04 17;822.46;3320.78
2022-03-04 18;62.59;3320.78
2022-03-04 19;5.02;3320.78
2022-03-04 20;6.51;3320.78
2022-03-04 21;6.55;3320.78
2022-03-04 22;6.75;3320.78
2022-03-04 23;6.98;3320.78
2022-03-05 00;7.04;3320.78
2022-03-05 01;7.15;3320.78
2022-03-05 02;7.06;3320.78
2022-03-05 03;1.42;3320.78
2022-03-05 04;1.49;3320.78
2022-03-05 05;1.39;3320.78
2022-03-05 06;1.34;3320.78
2022-03-05 07;127.47;3320.78
2022-03-05 08;982.42;3320.78
2022-03-05 09;1640.60;3320.78
2022-03-05 10;1960.40;3320.78
2022-03-05 11;2110.13;3320.78
2022-03-05 12;2227.69;3320.78
2022-03-05 13;2286.31;3320.78
2022-03-05 14;2214.82;3320.78
2022-03-05 15;1744.75;3320.78
2022-03-05 16;1310.06;3320.78
2022-03-05 17;669.38;3320.78
2022-03-05 18;58.34;3320.78
2022-03-05 19;6.79;3320.78
2022-03-05 20;6.51;3320.78
2022-03-05 21;1.23;3320.78
2022-03-05 22;0.44;3320.78
2022-03-05 23;1.00;3320.78
2022-03-06 00;1.31;3320.78
2022-03-06 01;1.21;3320.78
2022-03-06 02;0.99;3320.78
2022-03-06 03;1.04;3320.78
2022-03-06 04;1.14;3320.78
2022-03-06 05;1.18;3320.78
2022-03-06 06;1.16;3320.78
2022-03-06 07;225.49;3320.78
2022-03-06 08;1492.86;3320.78
2022-03-06 09;2478.87;3320.78
2022-03-06 10;2779.99;3320.78
2022-03-06 11;2810.38;3320.78
2022-03-06 12;2701.93;3320.78
2022-03-06 13;2491.77;3320.78
2022-03-06 14;2254.70;3320.78
2022-03-06 15;2035.30;3320.78
2022-03-06 16;1556.45;3320.78
2022-03-06 17;720.46;3320.78
2022-03-06 18;97.51;3320.78
2022-03-06 19;38.63;3320.78
2022-03-06 20;34.29;3320.78
2022-03-06 21;34.15;3320.78
2022-03-06 22;34.64;3320.78
